term;gene
;SCEPAM1017F02.g_SS
;SCEPAM1017D03.g_SS
;SCEPAM1017D05.g_SS
;SCCCCL3003C06.b_SS
;SCRLAM1009B07.g_SS
;SCEPAM1017G09.g_SS
;SCRLAM1009A11.g_SS
;SCEPAM1017F03.g_SS
;SCRLAM1009A10.g_SS
;SCVPLB1018C07.g_SS
Transcription Factor;SCCCCL4008E11.g_SS
;SCRLAM1008C08.g_SS
;SCRLAM1008F10.g_SS
Stress;SCEPAM1024H12.g_SS
;SCEQRT1027D08.g_SS
;SCEQLB1068B01.g_SS
;SCQSSB1056A11.b_SS
;SCCCLB1021E10.g_SS
;SCACSD2018D12.g_SS
;SCSBFL1106F08.g_SS
Pathogenicity;SCSBFL1106G08.g_SS
;SCSBAD1051B08.g_SS
;SCCCRZ1004A12.g_SS
;SCSBFL1108C08.g_SS
;SCAGRT2037F06.g_SS
;SCQGLR2017C11.g_SS
;SCCCRZ2C04C11.g_SS
;SCCCRZ1001D08.g_SS
;SCJLLR1107C05.g_SS
;SCCCCL3001E06.b_SS
;SCAGLR1064G03.g_SS
Nucleic acid metabolism;SCCCLR1C04B01.g_SS
;SCCCCL3140D10.g_SS
Protein kinase;SCCCLR1069C08.g_SS
;SCCCCL3001A01.g_SS
Protein metabolism;SCSGHR1066A02.g_SS
;SCCCAM1073A05.g_SS
;SCCCCL3001H02.g_SS
;SCACLR2014H06.g_SS
;SCRLAM1005B06.g_SS
;SCCCCL3001F10.g_SS
No matches;SCCCLB1004F02.g_SS
;SCBFSB1049F09.g_SS
;SCCCCL3001H06.b_SS
;SCJFRZ2028G02.g_SS
;SCCCCL3001G11.b_SS
;SCRFAM1029C06.g_SS
;SCCCCL3001G08.b_SS
;SCQSLR1018E10.g_SS
Cell wall;SCCCLR1078C05.g_SS
Bioenergetics;SCCCRZ2002G01.g_SS
;SCJLLR1033E05.g_SS
;SCEPAM1016B02.g_SS
Hormone related;SCCCCL3002B05.b_SS
;SCCCCL4004C07.g_SS
Carbohydrate metabolism;SCEPAM1015E11.g_SS
;SCCCCL3002B10.b_SS
;SCRLAM1005G09.g_SS
;SCEPAM1015H06.g_SS
Carbohydrate metabolism;SCCCCL3002B11.b_SS
;SCRLAM1005G06.g_SS
;SCEPAM1015D07.g_SS
Amino acid metabolism;SCCCCL3002D03.b_SS
;SCQGLR1019B07.g_SS
;SCCCCL3002D05.b_SS
;SCEPAM1015C10.g_SS
;SCCCCL3002D06.b_SS
;SCEPAM1015C12.g_SS
;SCRLAM1006A12.g_SS
;SCEZLB1005C11.g_SS
Stress;SCCCCL3001H12.g_SS
;SCRLAM1005D09.g_SS
Transcription Factor;SCCCCL3001H09.g_SS
Stress;SCJFRT2054G08.g_SS
;SCRLAM1005D07.g_SS
Nucleic acid metabolism;SCCCCL3002A06.b_SS
Pathogenicity;SCRLAM1005D08.g_SS
Pathogenicity;SCSBRZ3125A10.g_SS
Protein kinase;SCRURZ3082F01.g_SS
Cell cycle;SCSGRZ3060D03.g_SS
Receptors;SCSGRZ3059B07.g_SS
;SCEPCL6021H10.g_SS
Receptors;SCUTRZ3069C11.g_SS
;SCJLST1022H03.g_SS
Receptors;SCSGRZ3062A12.g_SS
Stress;SCQGLB1039D01.g_SS
Pathogenicity;SCUTRZ3106A10.g_SS
;SCCCCL6001A07.g_SS
Cell wall;SCUTRZ3102A06.g_SS
;SCQSAD1058H01.g_SS
Transcription Factor;SCVPRZ3029B05.g_SS
;SCQGST1034F02.g_SS
Hormone biosynthesis;SCVPRZ3025G09.g_SS
;SCBGLR1120C11.g_SS
;SCJLRZ3075C07.g_SS
;SCCCCL5004A10.g_SS
;SCRLLR1059D12.g_AS
Stress;SCCCST1001H06.g_SS
;SCRURT2007A12.g_SS
;SCEPRZ1009E05.g_AS
;SCMCSB1112G10.g_SS
Protein metabolism;SCCCCL4017A02.g_SS
;SCRFLR2037H03.g_SS
;SCQSFL1121C11.g_SS
;SCBFAD1046A04.g_AS
;SCBFAD1046A02.g_AS
Nucleic acid metabolism;SCQGST1034G11.g_SS
;SCCCLR1076H05.g_AS
;SCQSFL1121G05.g_SS
No matches;SCQSFL1121D08.g_SS
;SCEZLB1014F11.g_SS
Receptors;SCEQRZ3090D03.g_SS
;SCQSAD1059D02.g_SS
Cell cycle;SCEPRZ3045B07.g_SS
;SCQSAD1059G01.g_SS
;SCQSAD1059G02.g_SS
Development;SCQGRZ3014H09.g_SS
;SCQSAD1059E10.g_SS
Secondary metabolism;SCEZRZ3099F09.g_SS
Nucleic acid metabolism;SCVPLB1020E07.g_SS
;SCEQRT1033E11.g_SS
Phosphatases;SCVPRT2074A06.g_SS
Carbohydrate metabolism;SCRLRZ3116C08.g_SS
;SCQSRT2031B01.g_SS
Pathogenicity;SCRLRZ3114B02.g_SS
;SCEZAM2061B09.g_SS
Transcription Factor;SCRFRZ3056G07.g_SS
Carbohydrate metabolism;SCCCCL2001A05.b_SS
Cell wall;SCQGLR1019H07.g_SS
Carbohydrate metabolism;SCJFRZ2006A06.g_SS
;SCSBAD1052E10.g_AS
other;SCCCCL6002G07.g_SS
;SCRFLR1055D06.g_SS
Receptors;SCVPRZ2037C11.g_SS
;SCRUAD1060A11.b_SS
Cell wall;SCUTRZ2023C03.g_SS
Stress;SCJFRZ1007A10.g_SS
Receptors;SCBFRZ3009A01.g_SS
;SCRLLR1038D02.g_SS
Receptors;SCCCRZ3004H02.g_SS
;SCJLRZ1023B09.g_SS
Protein kinase;SCJFRZ2031D10.g_SS
No matches;SCCCSB1004B05.g_SS
Cell cycle;SCJFRZ2006F07.g_SS
;SCQSRT2033G08.g_SS
Inositol;SCCCRZ2001A10.g_SS
Transcription Factor;SCJFRZ2034D03.g_SS
;SCSBST3096E12.g_AS
Nucleic acid metabolism;SCEZRZ1016B04.g_AS
Nucleic acid metabolism;SCCCLR2002D12.g_AS
;SCACAD1037C12.g_AS
Bioenergetics;SCACAD1037B06.g_AS
Transporters;SCUTRZ3106C10.g_AS
Pathogenicity;SCJFRZ1006E07.g_SS
Stress;SCBFRZ2018B09.g_SS
Protein kinase;SCCCRZ2001F02.g_SS
Pathogenicity;SCJLRZ1027D03.g_SS
Cell cycle;SCJLRZ1022F07.g_SS
Pathogenicity;SCJLRZ1018G01.g_SS
Phosphatases;SCJFRZ1006E09.g_SS
Stress;SCACAD1038A12.g_AS
No matches;SCBFRZ2046A11.g_SS
Protein phosphatase;SCEZRZ3052A09.g_AS
Receptors;SCQSST1037B10.g_AS
No matches;SCEQRZ3024A07.g_AS
;SCACAD1039C10.g_AS
Cell wall;SCMCRT2103H12.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCRURT2010F05.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCRURT2011B01.g_SS
Protein kinase;SCEPRT2044B06.g_SS
;SCSGST3119F11.g_AS
No matches;SCEZAD1C05B08.g_SS
Carbohydrate metabolism;SCVPRT2083G11.g_SS
;SCEZRZ3127A10.g_SS
Receptors;SCCCRZ1001H12.g_SS
Receptors;SCCCRZ1002F03.g_SS
;SCACLR2007A10.g_SS
Pathogenicity;SCEZRZ1016E06.g_SS
;SCACSB1122H03.g_SS
;SCUTLR1058F06.g_AS
;SCJLFL1049E03.g_SS
;SCEZST3147G06.g_SS
;SCBGFL4049E08.g_SS
Transporters;SCUTAM2113A07.g_AS
Nucleic acid metabolism;SCSGAD1144H11.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCUTLR2008B04.g_AS
;SCJLLB2079B12.g_AS
;SCBGLR1023F06.g_SS
Protein kinase;SCEZRT2019B07.g_SS
Pathogenicity;SCEZRT2019A03.g_SS
Secondary metabolism;SCQSAD1056E03.b_SS
Receptors;SCMCRT2085F04.g_SS
;SCQSAD1056D06.g_SS
;SCSBHR1050A07.g_AS
;SCBGFL3096B11.g_SS
;SCRURT3063D02.g_AS
Pathogenicity;SCJFRT2058H07.g_SS
Bioenergetics;SCQGRT1039F06.g_SS
Protein kinase;SCRURT3063D03.g_AS
;SCCCLR1C01D07.g_SS
Receptors;SCMCRT2088C01.g_SS
Stress;SCCCRZ2002D07.g_AS
;SCACLR1129E07.g_SS
Pathogenicity;SCMCRT2086H09.g_SS
;SCEQRT3017F02.g_AS
Cell wall;SCEQLB1066G04.g_SS
;SCRFFL1032C04.g_AS
Nucleic acid metabolism;SCCCLR1067B01.g_SS
Transcription Factor;SCSBFL1106D09.g_SS
Cell wall;SCAGRT2041D06.g_SS
Protein metabolism;SCEPRT2043B03.g_SS
Secondary metabolism;SCCCRT2001B05.g_SS
No matches;SCMCRT3082D01.g_AS
;SCQSAD1057A02.g_SS
Protein kinase;SCEPRT2046F01.g_SS
;SCRULB1059H10.g_SS
;SCQSAD1056G05.b_SS
;SCBFLR1083C03.g_AS
;SCCCLR1068D09.g_AS
Protein kinase;SCVPRZ2036C02.g_SS
Receptors;SCEQRT2095B02.g_SS
;SCQSLB2052D09.g_AS
Pathogenicity;SCSGAD1006H08.g_SS
;SCQSAD1057D11.g_SS
Cell wall;SCEZRT2016H09.g_SS
;SCVPRT3088G02.g_AS
;SCQSST3116G10.g_SS
Pathogenicity;SCEQRT2096D02.g_SS
;SCRULB2063D01.g_AS
;SCMCRZ3065E11.g_SS
;SCQSAD1057A08.g_SS
;SCRULB2063G04.g_AS
Protein metabolism;SCRUSB1062E06.g_SS
No matches;SCSBLB2037F08.g_AS
Transcription Factor;SCCCLR2001E02.g_SS
;SCUTRZ3070H05.g_SS
;SCQSAD1057F03.g_SS
;SCJFRZ2029F02.g_SS
;SCVPCL6063E08.g_AS
;SCEQLR1050A06.g_SS
;SCRULB2065D05.g_AS
;SCEZAM2035A03.g_SS
Carbohydrate metabolism;SCJFLR1073E09.g_SS
;SCJFLR1073B11.g_AS
;SCRLRZ3040B02.g_AS
;SCVPLB2C07D02.g_AS
;SCCCRZ3002G12.g_AS
Protein phosphatase;SCEPAM1016B08.g_SS
;SCQGAD1065H07.g_SS
;SCCCRZ2C03B06.g_SS
;SCQSLR1018F01.g_SS
No matches;SCQGAD1066H11.g_SS
;SCRFLB1053H12.g_SS
;SCSGST1070C04.g_SS
;SCBFRZ2046D06.g_SS
;SCRLAM1010E02.g_SS
;SCCCCL3080E05.g_AS
Stress;SCMCLB2085B01.g_AS
;SCEZLR1031A02.g_SS
;SCSFAD1122C03.g_SS
Cell cycle;SCMCAM1101H01.g_SS
;SCSGRT2066F07.g_SS
;SCCCCL4005F12.g_SS
Secondary metabolism;SCBFRT3093E07.g_AS
;SCUTST3084B11.g_SS
;SCEZAD1C05E07.g_SS
;SCEPSD1006E08.g_AS
;SCVPLB1020D08.g_SS
;SCQSAD1055D11.g_SS
Receptors;SCCCSD2002D01.g_AS
Amino acid metabolism;SCVPST1062B05.g_SS
;SCQSAD1055D07.g_SS
;SCACCL6006G07.g_SS
Development;SCQSAD1058C03.g_SS
Transcription Factor;SCQSAD1056B02.g_SS
;SCAGLB1071A03.g_SS
Nucleic acid metabolism;SCACCL6007B03.g_SS
Transcription Factor;SCEZHR1083B10.g_AS
;SCEPLB1043H06.g_SS
;SCAGLR2033D03.g_SS
other;SCEPSD2004C09.g_AS
Cell wall;SCUTLR2030G02.g_SS
Photosynthesis;SCSBHR1051G02.g_AS
;SCCCRZ2004A04.g_SS
;SCRLSD1009H10.g_AS
;SCSBFL1041A10.g_AS
;SCEPSD1008C08.g_AS
;SCBGFL4057D12.g_SS
;SCEQRT1030C01.g_SS
;SCSBAM1084B10.g_SS
;SCBGFL4049G02.g_SS
;SCEZRZ3015B05.g_SS
;SCAGFL1094A05.g_SS
;SCBFAD1048G12.g_SS
Transcription Factor;SCCCLR1022H01.g_SS
;SCCCFL5003D02.g_SS
;SCRLSD1013D03.g_AS
No matches;SCACSD1014B12.g_AS
;SCACSD1014H12.g_AS
;SCACSD1016D08.g_AS
;SCACSD1017D08.g_AS
;SCBGFL4056D06.g_SS
;SCCCCL4002B03.g_SS
Cell cycle;SCCCRZ2002H07.g_SS
;SCEZFL4038C10.g_SS
;SCQSRT2034B10.g_SS
;SCEPRZ1008H01.g_SS
Nucleic acid metabolism;SCJFRZ1007F05.g_SS
;SCJFRZ2033A01.g_SS
Stress;SCBGFL4057B08.g_SS
No matches;SCBFST3134H09.g_SS
Chromatin regulation;SCRLAM1007E03.g_AS
Transcription Factor;SCBGST3108E12.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCSBSD1033F08.g_AS
;SCSFLR2024A02.g_AS
;SCEZAM1083C11.g_AS
;SCSBSD1033D02.g_AS
Stress;SCJLST1021F02.g_SS
Pathogenicity;SCMCST1052E09.g_SS
Transcription Factor;SCSBSD1029A06.g_AS
Receptors;SCMCST1054C11.g_SS
No matches;SCMCST1055C06.g_SS
Hormone biosynthesis;SCQGST1034B10.g_SS
Transcription Factor;SCAGST3141B07.g_SS
Receptors;SCUTSB1034H04.g_SS
Stress;SCUTSB1075H09.g_SS
Receptors;SCSGSB1009G10.g_SS
Receptors;SCSGSB1005D04.g_SS
Photosynthesis;SCSBSB1053D03.g_SS
Transcription Factor;SCQSSB1055E03.g_SS
Receptors;SCQSSB1058F07.g_SS
Receptors;SCRUSB1064D06.g_SS
Carbohydrate metabolism;SCSBSB1053C11.g_SS
Two component;SCCCSB1002H04.g_SS
Cell wall;SCBGSB1026A09.g_SS
Cell wall;SCQGSB1066B02.g_SS
Receptors;SCVPRZ3029B10.g_SS
;SCCCAM2001G04.g_SS
;SCRFFL4005C03.g_SS
;SCRUFL4023B03.g_SS
Protein metabolism;SCEZRZ1013H01.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCSGFL4C02C02.g_SS
;SCCCST1002H03.g_SS
;SCSGFL4032G03.g_SS
Cell wall;SCSGFL4C03C08.g_SS
Cell wall;SCQGHR1012D12.g_SS
;SCSGFL4C04A05.g_SS
;SCQSAM2047F11.g_SS
;SCQSLR1089H08.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCAM1002G12.g_SS
No matches;SCSGFL4C07H09.g_SS
;SCRUFL1021G02.g_SS
Transcription Factor;SCCCRZ1001E03.g_SS
;SCEZFL4041H07.g_SS
;SCBGFL4050E08.g_SS
;SCCCSB1001H09.g_SS
;SCPIFL4030A03.g_SS
;SCQGAD1066G05.g_SS
Protein kinase;SCBGFL4054F07.g_SS
;SCACLB1047D03.g_SS
;SCSBFL4012F03.g_SS
;SCQGRT1040B01.g_SS
;SCRUFL4021D08.g_SS
;SCQGLR2025C04.g_SS
;SCSGFL1084E08.g_SS
;SCSGFL4C01G12.g_SS
;SCUTAM2010G03.g_AS
;SCRUFL4022F07.g_SS
;SCCCAD1004F08.g_SS
;SCBFLR1039F07.g_SS
;SCSFLR2009C04.g_SS
;SCACLB1046G01.g_SS
Cell wall;SCCCLB1023H08.g_SS
;SCSGFL4031B05.g_SS
Amino acid metabolism;SCSGAM1094D07.g_SS
;SCSBFL4013F04.g_SS
No matches;SCSGFL4C03F07.g_SS
;SCCCCL4011G05.g_SS
;SCRUFL1120C07.b_SS
Receptors;SCUTAM2009A05.g_AS
;SCQGAM2109A02.g_SS
;SCRULB1060C02.g_SS
;SCCCRZ1002C07.g_AS
;SCSGFL4035A04.g_SS
;SCEPFL4177D04.g_SS
Protein kinase;SCACLR2007G02.g_AS
;SCRLLR1038F04.g_SS
No matches;SCRUFL1120E08.g_SS
Unknown protein;SCBGFL4052E04.g_SS
;SCRUFL1120F07.g_SS
No matches;SCRFFL1031C03.g_SS
;SCCCCL4008A01.g_SS
;SCRUFL1120A03.b_SS
Transcription Factor;SCCCLR1022F12.g_SS
;SCUTAM2010D08.g_AS
;SCRUFL4022D11.g_SS
No matches;SCQSFL1121B01.g_SS
;SCEZFL4044B02.g_SS
;SCRUFL1120F01.g_SS
;SCUTAM2010B06.g_AS
Nucleic acid metabolism;SCCCLR1022B03.g_SS
;SCEZFL4044A01.g_SS
Protein kinase;SCCCCL3004A09.b_SS
Secondary metabolism;SCVPLR2012H12.g_AS
;SCJLRT1016G05.g_SS
;SCSGFL4036B01.g_SS
;SCVPLR1028E06.g_AS
;SCVPRT2083G01.g_SS
;SCQSLB1049E07.g_SS
;SCCCAM2C01A08.g_AS
Ubiquitination;SCEQRT2091D04.g_SS
;SCRFFL4009C01.b_SS
;SCAGLR2018B05.g_SS
;SCCCAM2C01G08.g_AS
;SCRUFL1118D06.g_SS
;SCUTAM2006E08.g_AS
;SCBGAM1091A03.g_SS
;SCSBSB1057C04.g_SS
;SCCCRZ2C01A05.g_AS
;SCRUFL4024D05.g_SS
;SCRUFL1118G03.g_SS
;SCRUFL4024A03.g_SS
Library-specific;SCRUFL4023H01.g_SS
;SCRUFL1118A11.b_SS
;SCCCCL4012D10.g_AS
;SCRLAD1102B04.g_SS
;SCRUFL1118F08.b_SS
Protein metabolism;SCCCRZ2002D10.g_AS
Protein kinase;SCJLRT1017B11.g_SS
;SCRUFL1118C03.b_SS
Nucleic acid metabolism;SCRUFL4024E08.g_SS
;SCRUFL1119B08.g_SS
;SCCCLB1024B02.g_SS
Cell cycle;SCJFRZ2010E10.g_AS
No matches;SCRFFL4006H10.g_SS
;SCEZAM2034A03.g_SS
;SCRFFL4006G07.g_SS
;SCEPRZ3085G01.g_AS
;SCRUFL1119H02.g_SS
;SCRUFL1119E04.g_SS
;SCQSLR1040H10.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCCCCL4008F11.g_SS
;SCRLAM1010D11.g_SS
;SCRUFL1120E01.g_SS
;SCJLRZ1027D01.g_AS
Lipid, fatty-acid and isoprenoid metabolism;SCEZRZ3051E11.g_SS
;SCUTLR2030G03.g_SS
;SCVPRT2073D03.g_AS
;SCCCRT1002G05.g_SS
No matches;SCRUFL1119H08.g_SS
Stress;SCEPLB1041E10.g_AS
Chromatin regulation;SCCCRZ1001C10.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCJFRT1007C08.g_AS
;SCJLFL3014D09.g_SS
;SCRUFL1120F05.g_SS
;SCEPSB1134H07.g_SS
;SCRLAM1014G04.g_SS
;SCMCRT2088H11.g_SS
;SCJLFL3017H10.g_SS
;SCEZFL4043G04.g_SS
;SCVPLB1020F02.g_SS
;SCRUFL1117C09.g_SS
;SCEZLB1007H06.g_SS
Transcription Factor;SCJFST1017B02.g_AS
;SCRUFL1117C01.g_SS
;SCACSD2016D07.g_AS
;SCRFFL1025D09.g_SS
Protein metabolism;SCCCRZ1003A03.g_AS
;SCCCRZ1004D08.g_SS
;SCSBAD1085A01.g_AS
Nucleic acid metabolism;SCRLAM2049C05.g_SS
Protein metabolism;SCQGLR1019B10.g_AS
;SCRUFL1115H05.b_SS
Carbohydrate metabolism;SCCCRT2C09B01.g_AS
;SCEZLB1009D02.g_SS
;SCJFRZ2015E01.g_AS
;SCCCLB1025B01.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCEPRZ3085C11.g_AS
;SCSGAM2105H06.g_AS
;SCCCCL7002C06.g_SS
;SCAGLR1021E04.g_AS
;SCQSFL3037H05.b_SS
Carbohydrate metabolism;SCCCCL4004G06.g_AS
;SCVPRT2082D12.g_SS
;SCSGFL4032A10.g_SS
;SCJFHR1031A04.g_SS
Calcium metabolism;SCRLLR1131D03.g_AS
;SCEZRZ3018F02.g_AS
No matches;SCRUFL1117G06.g_SS
Carbohydrate metabolism;SCJLFL3019C04.g_SS
No matches;SCBFRZ2019A06.g_AS
;SCRUFL1117H01.g_SS
;SCCCCL4010C03.g_AS
Library-specific;SCRUFL1117E02.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCBGLR1096H12.g_AS
;SCSGAM2104E12.g_AS
;SCJLLR2020H04.g_SS
Pathogenicity;SCMCLR1123A02.g_SS
;SCCCCL4001B05.g_SS
;SCRUFL1114C04.g_SS
;SCRUFL1113C01.g_SS
;SCEPAM2054F05.g_SS
;SCEQHR1078G11.g_SS
Chromatin regulation;SCCCRZ2001G10.g_SS
;SCRUFL1114C08.g_SS
;SCRUFL1114F08.g_SS
;SCSGFL4C01G09.g_SS
;SCSGAM2103C12.g_AS
;SCRFFL4009G09.b_SS
Receptors;SCSGAM2103B05.g_AS
;SCEZFL4045B05.g_SS
Nucleic acid metabolism;SCEZRZ1016A05.g_AS
;SCCCCL3001D08.g_SS
;SCACSB1121E05.g_SS
;SCBGHR1058B02.g_AS
Protein metabolism;SCEZRZ1017B09.g_SS
Protein kinase;SCCCLR1075G01.g_SS
Transcription Factor;SCQSFL3031C01.g_SS
Cell wall;SCUTSB1030B12.g_SS
;SCVPLR2027F06.g_AS
;SCSGAM2103D08.g_AS
Protein metabolism;SCQSLB1049F06.g_SS
Nucleic acid metabolism;SCVPRZ2036F02.g_SS
Receptors;SCJLST1020G08.g_SS
Cell cycle;SCSGFL4C04C11.g_SS
;SCBGRT1054G07.g_SS
;SCRUFL1115F05.g_SS
;SCRUFL1115A08.b_SS
;SCMCRT2088G02.g_AS
;SCQGLB1040H06.g_SS
No matches;SCSGAM2078E06.g_AS
;SCSGAM2078E02.g_AS
;SCUTLR2008H05.g_SS
Library-specific;SCSGFL4037C11.g_SS
;SCSGAM2078C07.g_AS
;SCSFAM1074E12.g_SS
;SCJFST1017E06.g_SS
;SCSGAM2078A05.g_AS
;SCCCCL3004C03.b_SS
;SCBGFL4055A01.g_SS
;SCJLST1024E03.g_SS
Transcription Factor;SCEPLR1051A10.g_SS
;SCRUFL1114B10.b_SS
;SCRLFL1010D12.g_AS
;SCACAD1035C10.g_AS
;SCVPCL6061C08.g_SS
Protein kinase;SCEQRT1027E02.g_AS
;SCJLRT1022F03.g_SS
Transcription Factor;SCCCRZ1004H12.g_AS
;SCMCLR1053G05.g_SS
Transporters;SCCCHR1001C06.g_SS
;SCEPAM2014E07.g_SS
;SCACAD1035G02.g_AS
Ubiquitination;SCCCCL6003D08.g_SS
;SCEQRT2090F09.g_SS
Nucleic acid metabolism;SCEQRT2101B01.g_AS
;SCSBFL1036B02.g_SS
;SCRUFL1112C02.b_SS
;SCRUFL1112A10.b_SS
;SCJFRT2054C07.g_AS
;SCCCAM2C06A02.g_AS
Transcription Factor;SCUTLR2015B09.g_AS
Amino acid metabolism;SCACAD1035A09.g_AS
;SCRLFL1007B02.g_AS
;SCRFFL1030B01.g_AS
;SCSGAM2076B12.g_AS
;SCSGAM2076D05.b_AS
;SCJFRZ1005H03.g_AS
;SCBFLR1005H03.g_AS
;SCJLLR1107A02.g_SS
Protein metabolism;SCAGCL6012C06.g_AS
;SCSGAD1143A04.g_SS
;SCMCFL5006D02.g_SS
;SCBFAM2022A06.g_SS
;SCRUFL1112E05.b_SS
Transporters;SCCCAD1004C01.g_AS
;SCRUFL1112C06.b_SS
Cell wall;SCVPLB1020G05.g_AS
No matches;SCRUFL1112H08.b_SS
;SCRLLR1109E12.g_AS
;SCRUFL1112G02.b_SS
;SCMCRT2086F08.g_SS
;SCVPST1060C08.g_AS
;SCQGAM1048D09.g_AS
;SCJLRT2050H03.g_AS
;SCBGLR1099B12.g_SS
;SCCCCL5002E01.g_AS
Small GTPases;SCCCRT1001E12.g_AS
Stress;SCCCAD1001C08.g_AS
;SCSBFL1108F03.g_SS
;SCCCLR2002A12.g_SS
;SCAGAM2122F12.g_SS
;SCBGFL4055E10.g_SS
;SCSBFL1110F06.g_SS
;SCJFAD1013D08.b_SS
Unknown protein;SCJFAD1013G07.g_SS
;SCSGST1068A02.g_SS
;SCSBFL4069H12.g_SS
Transcription Factor;SCEQLR1029F01.g_SS
Stress;SCJFRZ1007F04.g_SS
;SCCCRZ1002B04.g_SS
;SCBFRZ2016F05.g_SS
;SCJFAD1013B08.b_SS
;SCRFLB1056D05.g_SS
;SCBFFL4113C07.g_SS
;SCCCLR1C07D09.g_SS
;SCEQLR1007H10.g_SS
;SCRLFL4107E06.g_SS
;SCEQRZ3023D11.g_SS
Ubiquitination;SCCCLR1C01E03.g_SS
;SCBFFL4113D11.g_SS
;SCBFFL4113E06.g_SS
;SCCCLR1024F02.g_SS
;SCCCCL3080B06.b_SS
;SCCCCL3080G12.b_SS
Protein metabolism;SCQGLR2032C02.g_SS
Secondary metabolism;SCQSRT1034B07.g_SS
Nucleic acid metabolism;SCCCCL5071C04.g_SS
Nucleic acid metabolism;SCRFAD1116F06.g_SS
;SCJFAD1014E02.b_SS
Development;SCJFAD1014B07.b_SS
;SCEZRT2023H06.g_SS
Bioenergetics;SCBGRT1047G10.g_SS
;SCJFAD1012E05.b_SS
;SCCCCL4002A09.g_SS
;SCJFAD1012E10.b_SS
;SCCCLB1025F01.g_SS
Amino acid metabolism;SCCCLR1069B04.g_SS
;SCEQRT2092B03.g_SS
;SCRLRZ3115F07.g_SS
Development;SCEPFL4178F08.g_SS
Transcription Factor;SCEPRT2043C06.g_SS
Carbohydrate metabolism;SCCCST1002F06.g_SS
;SCEPFL4180D08.g_SS
;SCJLSB1067D06.g_SS
;SCRFAD1120B11.g_SS
;SCSFAM1075A09.g_SS
;SCCCAM1004E10.g_SS
;SCEPFL4181A08.g_SS
;SCEPFL4181C09.g_SS
;SCJFAD1013E09.g_SS
;SCJFLR1035G09.g_SS
;SCEZRT2024B03.g_SS
;SCMCST1052D03.g_SS
Ubiquitination;SCCCST1005G05.g_SS
;SCCCLB1004D07.g_SS
;SCJFAD1013F11.g_SS
;SCBFFL4115G12.g_SS
;SCBFFL4116C05.g_SS
Transcription Factor;SCEZLB1008D09.g_SS
Transcription Factor;SCEPFL4173E10.g_SS
;SCQSAD1055C01.g_SS
;SCEPFL4174F09.g_SS
;SCEPFL4175F08.g_SS
Protein kinase;SCEZRZ1015D09.g_SS
Amino acid metabolism;SCCCLR2002G02.g_SS
Protein kinase;SCBFRZ2019F05.g_SS
;SCBGLR1116G07.g_SS
;SCACLR2029B10.g_SS
No matches;SCBGLB2014E10.g_AS
Photosynthesis;SCRFLR1012A09.g_SS
;SCJFLR1013A02.g_SS
;SCCCLR2001A12.g_SS
Transporters;SCEPAM1023B01.g_SS
;SCRURT2009E06.g_SS
;SCJFAD1012G09.g_SS
;SCEPCL6029B05.g_AS
;SCEQLB2016F06.g_AS
Transcription Factor;SCCCLR1024F10.g_SS
Stress;SCVPCL6046A02.g_AS
;SCEQRT2093F09.g_SS
;SCEQLB2016C02.g_AS
;SCCCCL3080E04.b_SS
Carbohydrate metabolism;SCEQLR1092H10.g_AS
Carbohydrate metabolism;SCEPRZ3084H07.g_SS
other;SCCCLR1048F03.g_SS
;SCCCRZ1002A02.g_SS
;SCVPLB2C02G11.g_AS
Transcription Factor;SCJFAD1C12A04.b_SS
;SCACFL5029C09.g_AS
;SCJLRT1023F05.g_SS
Unknown protein;SCJFAD1012H12.g_SS
;SCVPLB2C03G03.g_AS
;SCSBLB2039A02.g_AS
;SCRLAD1140G07.g_AS
;SCJLLR1103F02.g_SS
Protein metabolism;SCCCRZ2C04A09.g_SS
;SCVPLB2C03E02.g_AS
;SCEPRZ1008A06.g_SS
Transcription Factor;SCEQRT1024G12.g_SS
;SCJFAD1010H09.b_SS
;SCAGRT2041E02.g_SS
Receptors;SCEZRZ3051D07.g_SS
;SCCCST1007C08.g_SS
;SCJFAD1011C01.g_SS
;SCJFAD1011E09.g_SS
;SCACSB1038G03.g_SS
;SCJFRZ2007E10.g_SS
;SCJFAD1011G09.g_SS
;SCRUAD1063A04.g_SS
;SCUTSB1034E03.g_SS
Transporters;SCEZLR1009H06.g_SS
;SCJLRZ1023G07.g_SS
;SCCCLR1001B04.g_SS
Lipid, fatty-acid and isoprenoid metabolism;SCSGRT2063H05.g_SS
;SCSBAD1054A03.g_SS
;SCRLAM1012B11.g_SS
Stress;SCSGST1071G01.g_SS
Transcription Factor;SCJLRT1021A10.g_SS
;SCAGRT3047A12.g_AS
;SCAGRT3047G03.g_AS
;SCQGLB2043D08.g_AS
